,result,solving Time,deduction Time,backtracks,splits
240,SAT,1.2656,1.2188,0,0
241,SAT,1.2969,1.25,0,0
242,SAT,1.2031,1.1562,1,2
243,SAT,1.5312,1.4688,18,28
244,SAT,2.375,2.2031,83,96
245,SAT,1.5625,1.4219,11,42
246,SAT,1.2188,1.1719,2,3
247,SAT,1.2344,1.1875,0,0
248,SAT,1.1719,1.125,0,0
249,SAT,1.5781,1.4844,23,35
250,SAT,1.2656,1.2031,1,1
251,SAT,1.6875,1.5781,37,52
252,SAT,1.3125,1.2344,0,0
253,SAT,1.4062,1.3281,9,28
254,SAT,1.2031,1.1562,1,1
255,SAT,1.2812,1.1875,0,1
256,SAT,1.2969,1.2188,0,0
257,SAT,1.2188,1.1719,0,0
258,SAT,1.2812,1.1875,10,11
259,SAT,3.2812,3.0,148,149
260,SAT,1.2031,1.1406,1,2
261,SAT,1.6094,1.4844,29,42
262,SAT,1.2969,1.2031,13,30
263,SAT,1.2188,1.1719,0,0
264,SAT,1.1719,1.125,1,2
265,SAT,1.25,1.2031,0,0
266,SAT,1.4844,1.3906,25,45
267,SAT,1.2656,1.2031,1,4
268,SAT,1.6094,1.4688,31,51
269,SAT,1.25,1.2031,1,1
270,SAT,1.25,1.1719,0,0
271,SAT,1.2969,1.2344,0,2
272,SAT,1.3594,1.2969,0,1
273,SAT,1.2031,1.1562,1,1
274,SAT,1.2031,1.1562,1,1
275,SAT,1.2188,1.1562,0,0
276,SAT,2.2344,2.125,66,68
277,SAT,1.1719,1.1094,1,2
278,SAT,1.2656,1.2188,0,0
279,SAT,1.2656,1.2031,2,4
280,SAT,1.5625,1.4531,24,48
281,SAT,1.1719,1.0938,0,36
282,SAT,1.5312,1.4688,25,25
283,SAT,1.2656,1.2031,0,1
284,SAT,1.25,1.1875,1,2
285,SAT,1.1719,1.125,0,0
286,SAT,1.25,1.2031,5,16
287,SAT,1.2031,1.1562,0,1
288,SAT,1.2031,1.1406,1,4
289,SAT,1.2188,1.1719,0,0
290,SAT,1.1875,1.1406,1,1
291,SAT,1.25,1.1562,1,4
292,SAT,4.1094,3.7344,250,254
293,SAT,1.2031,1.1562,0,0
294,SAT,1.2656,1.2188,1,3
295,SAT,1.2656,1.2188,0,0
296,SAT,1.4219,1.3594,3,3
297,SAT,1.2031,1.1562,1,1
298,SAT,1.5,1.3906,10,30
299,SAT,2.7031,2.5156,84,84
300,SAT,1.2031,1.1562,1,1
301,SAT,2.6562,2.3906,107,114
302,SAT,1.2812,1.2344,0,0
303,SAT,1.3125,1.2656,2,4
